parent_id,institute_id,father_name,mother_name,primary_contact,email,phone_primary,phone_secondary,address,occupation_father,occupation_mother,income_bracket,children_count,religion,caste_category
PAR_INST_001_0113,INST_001,Rudra Kale,Sapna Kale,Rudra Kale,rudra534@rediffmail.com,+91-8010858994,+91-8917154544,"Plot No. 193, Colony 34, Chennai",Contractor,Engineer,< 2 LPA,1,Buddhist,ST
PAR_INST_001_0114,INST_001,Dhruv Krishnan,Kiara Krishnan,Dhruv Krishnan,dhruv.krishnan@yahoo.co.in,+91-8344666099,+91-9253875842,"Flat No. 301, Block 31, Chennai",Teacher,Professor,5-10 LPA,1,Jain,OBC
PAR_INST_001_0115,INST_001,Shivansh Kumar,Arya Kumar,Shivansh Kumar,shivansh_kumar@yahoo.com,+91-8965549471,+91-8309991738,"House No. 889, Extension 34, Chennai",Government Employee,Businesswoman,< 2 LPA,1,Muslim,OBC
PAR_INST_001_0116,INST_001,Advik Raman,Shweta Raman,Advik Raman,araman@yahoo.com,+91-8821752500,+91-8443292712,"Villa No. 649, Extension 26, Chennai",Shopkeeper,Lawyer,10-15 LPA,1,Hindu,General
PAR_INST_001_0117,INST_001,Vinod Dubey,Navya Dubey,Vinod Dubey,vinod.dubey@outlook.com,+91-8230033542,+91-9568942104,"Plot No. 467, Enclave 28, Chennai",Consultant,Principal,2-5 LPA,1,Christian,ST
PAR_INST_001_0118,INST_001,Rajesh Pandey,Sneha Pandey,Rajesh Pandey,rajeshpandey@yahoo.com,+91-9430982150,+91-8648909010,"House No. 707, Block 27, Chennai",Lawyer,Businesswoman,< 2 LPA,1,Buddhist,SC
PAR_INST_001_0119,INST_001,Raj Suthar,Aarohi Suthar,Raj Suthar,raj.suthar@outlook.com,+91-8518499261,+91-8291411739,"Flat No. 797, Vihar 34, Chennai",Businessman,Government Employee,25+ LPA,1,Sikh,SC
PAR_INST_001_0120,INST_001,Shaurya Agarwal,Sana Agarwal,Shaurya Agarwal,shauryaagarwal@yahoo.co.in,+91-8353001197,+91-9418114374,"Plot No. 476, Sector 7, Chennai",Software Developer,Nurse,< 2 LPA,1,Christian,SC
PAR_INST_001_0121,INST_001,Shivansh Krishnan,Anjali Krishnan,Shivansh Krishnan,shivansh.krishnan@gmail.com,+91-9425579415,+91-8821667467,"Villa No. 665, Colony 8, Chennai",Teacher,Professor,25+ LPA,1,Hindu,OBC
PAR_INST_001_0122,INST_001,Reyansh Deshpande,Isha Deshpande,Reyansh Deshpande,reyansh822@yahoo.co.in,+91-8429659027,+91-8316701450,"Flat No. 979, Enclave 34, Chennai",Accountant,Professor,25+ LPA,1,Buddhist,General
PAR_INST_001_0123,INST_001,Akash Dave,Navya Dave,Akash Dave,akash_dave@yahoo.co.in,+91-8628900287,+91-8321753540,"Flat No. 564, Extension 26, Chennai",Software Developer,Engineer,< 2 LPA,1,Sikh,ST
PAR_INST_001_0124,INST_001,Harsh More,Priya More,Harsh More,harsh_more@gmail.com,+91-8301660880,+91-9699488375,"Plot No. 846, Sector 15, Chennai",Software Developer,Lawyer,5-10 LPA,1,Buddhist,ST
PAR_INST_001_0125,INST_001,Om Dave,Nidhi Dave,Om Dave,om.dave@yahoo.co.in,+91-9105548851,+91-9727261493,"Flat No. 124, Extension 14, Chennai",Lawyer,Designer,2-5 LPA,1,Jain,SC
PAR_INST_001_0126,INST_001,Reyansh Deshpande,Kavya Deshpande,Reyansh Deshpande,reyansh858@gmail.com,+91-8479827080,+91-8169782922,"House No. 397, Enclave 33, Chennai",Consultant,Businesswoman,10-15 LPA,1,Buddhist,OBC
PAR_INST_001_0127,INST_001,Karan Kamath,Seema Kamath,Karan Kamath,karankamath@yahoo.com,+91-8598485833,+91-9294522885,"House No. 780, Enclave 36, Chennai",Lawyer,Bank Employee,15-25 LPA,1,Jain,ST
PAR_INST_001_0128,INST_001,Shivansh Saha,Rekha Saha,Shivansh Saha,shivansh.saha@hotmail.com,+91-9506200342,+91-8942043805,"Villa No. 105, Nagar 48, Chennai",IAS Officer,Software Developer,10-15 LPA,1,Muslim,SC
PAR_INST_001_0129,INST_001,Veer Shukla,Anika Shukla,Veer Shukla,vshukla@yahoo.co.in,+91-8880043973,+91-8798933472,"House No. 192, Colony 48, Chennai",Accountant,Teacher,10-15 LPA,1,Hindu,ST
PAR_INST_001_0130,INST_001,Karan Ganguly,Sunita Ganguly,Karan Ganguly,karan165@outlook.com,+91-9857202590,+91-7947985158,"Flat No. 980, Colony 34, Chennai",Doctor,Consultant,15-25 LPA,1,Muslim,ST
PAR_INST_001_0131,INST_001,Vinod Saha,Divya Saha,Vinod Saha,vinodsaha@yahoo.com,+91-8855439878,+91-9815739930,"Plot No. 391, Block 25, Chennai",Government Employee,Software Developer,25+ LPA,1,Christian,General
PAR_INST_001_0132,INST_001,Manoj Hegde,Shriya Hegde,Manoj Hegde,mhegde@gmail.com,+91-8935811288,+91-9813361386,"House No. 765, Colony 2, Chennai",Lawyer,Professor,5-10 LPA,1,Hindu,General
PAR_INST_001_0133,INST_001,Arjun Mishra,Riya Mishra,Arjun Mishra,arjun.mishra@hotmail.com,+91-9146676650,+91-8618091901,"Plot No. 951, Block 19, Chennai",Contractor,Principal,5-10 LPA,1,Buddhist,General
PAR_INST_001_0134,INST_001,Rahul Jadhav,Swati Jadhav,Rahul Jadhav,rahul.jadhav@rediffmail.com,+91-9383268424,+91-8708821009,"Villa No. 551, Block 20, Chennai",Businessman,Professor,25+ LPA,1,Jain,SC
PAR_INST_001_0135,INST_001,Rudra Joshi,Arya Joshi,Rudra Joshi,rudrajoshi@yahoo.com,+91-9194312908,+91-8481414139,"Villa No. 975, Enclave 23, Chennai",Teacher,Principal,25+ LPA,1,Muslim,General
PAR_INST_001_0136,INST_001,Rahul Kar,Diya Kar,Rahul Kar,rkar@rediffmail.com,+91-8894929955,+91-8520533645,"Flat No. 696, Enclave 31, Chennai",Lawyer,Lawyer,5-10 LPA,1,Christian,ST
PAR_INST_001_0137,INST_001,Yogesh Sethi,Riya Sethi,Yogesh Sethi,yogesh.sethi@outlook.com,+91-9483411080,+91-8096930848,"Villa No. 670, Colony 24, Chennai",Shopkeeper,Engineer,15-25 LPA,1,Jain,SC
PAR_INST_001_0138,INST_001,Krishna Kale,Shriya Kale,Krishna Kale,kkale@outlook.com,+91-8203928272,+91-9399275037,"Flat No. 65, Vihar 24, Chennai",Businessman,Homemaker,25+ LPA,1,Muslim,SC
PAR_INST_001_0139,INST_001,Nitin Das,Manisha Das,Nitin Das,nitin_das@gmail.com,+91-8244989266,+91-8791846386,"Plot No. 837, Enclave 32, Chennai",Contractor,Lawyer,15-25 LPA,1,Hindu,OBC
PAR_INST_001_0140,INST_001,Abhishek Bhardwaj,Shreya Bhardwaj,Abhishek Bhardwaj,abhishek_bhardwaj@yahoo.com,+91-9422591365,+91-9577739260,"Flat No. 45, Colony 37, Chennai",Bank Manager,Nurse,2-5 LPA,1,Jain,General
PAR_INST_001_0141,INST_001,Harsh Jindal,Anika Jindal,Harsh Jindal,harshjindal@hotmail.com,+91-8699041379,+91-8372369292,"Plot No. 172, Enclave 30, Chennai",Bank Manager,Bank Employee,< 2 LPA,1,Muslim,ST
PAR_INST_001_0142,INST_001,Nitin Goel,Saanvi Goel,Nitin Goel,nitin208@hotmail.com,+91-8529127990,+91-8181172980,"Villa No. 535, Extension 24, Chennai",Software Developer,Homemaker,25+ LPA,1,Buddhist,ST
PAR_INST_001_0143,INST_001,Riyansh Roy,Pihu Roy,Riyansh Roy,riyansh359@yahoo.co.in,+91-8016247314,+91-7986430098,"House No. 533, Sector 25, Chennai",IAS Officer,Engineer,25+ LPA,1,Christian,ST
PAR_INST_001_0144,INST_001,Vikram Sethi,Aarohi Sethi,Vikram Sethi,vikram668@outlook.com,+91-9086959463,+91-8588725887,"Plot No. 315, Enclave 50, Chennai",Police Officer,Businesswoman,25+ LPA,1,Muslim,General
PAR_INST_001_0145,INST_001,Kabir Khanna,Shalini Khanna,Kabir Khanna,kabirkhanna@gmail.com,+91-9286589026,+91-9812796114,"Flat No. 380, Block 39, Chennai",Engineer,Professor,10-15 LPA,1,Sikh,SC
PAR_INST_001_0146,INST_001,Om Mandal,Anika Mandal,Om Mandal,omandal@rediffmail.com,+91-9838430988,+91-9192053021,"Plot No. 799, Extension 23, Chennai",IAS Officer,Businesswoman,10-15 LPA,1,Buddhist,OBC
PAR_INST_001_0147,INST_001,Manoj Verma,Zara Verma,Manoj Verma,manoj.verma@hotmail.com,+91-8989554393,+91-8469042681,"House No. 516, Vihar 22, Chennai",Doctor,Consultant,15-25 LPA,1,Christian,SC
PAR_INST_001_0148,INST_001,Veer Jadhav,Swati Jadhav,Veer Jadhav,veerjadhav@outlook.com,+91-8479071416,+91-9135658804,"Flat No. 295, Block 26, Chennai",IAS Officer,Professor,5-10 LPA,1,Hindu,OBC
PAR_INST_001_0149,INST_001,Raj Krishnan,Rashmi Krishnan,Raj Krishnan,raj916@outlook.com,+91-9337333433,+91-9239521117,"House No. 783, Sector 31, Chennai",Farmer,Bank Employee,5-10 LPA,1,Sikh,SC
PAR_INST_001_0150,INST_001,Ravi Tiwari,Ira Tiwari,Ravi Tiwari,rtiwari@yahoo.com,+91-8020867808,+91-8762718750,"House No. 691, Nagar 25, Chennai",Bank Manager,Teacher,5-10 LPA,1,Christian,SC
PAR_INST_001_0151,INST_001,Atharv Bhattacharya,Sunita Bhattacharya,Atharv Bhattacharya,abhattacharya@hotmail.com,+91-8852763655,+91-8647292931,"Plot No. 824, Nagar 36, Chennai",Shopkeeper,Designer,10-15 LPA,1,Muslim,OBC
PAR_INST_001_0152,INST_001,Kabir Singhal,Deepika Singhal,Kabir Singhal,ksinghal@rediffmail.com,+91-9488574489,+91-9761203471,"Villa No. 763, Enclave 17, Chennai",Farmer,Government Employee,15-25 LPA,1,Buddhist,SC
PAR_INST_001_0153,INST_001,Rajesh Singh,Shweta Singh,Rajesh Singh,rajesh360@yahoo.com,+91-8098245587,+91-8416947225,"Villa No. 647, Extension 5, Chennai",Doctor,Nurse,5-10 LPA,1,Muslim,SC
PAR_INST_001_0154,INST_001,Suresh Vyas,Rekha Vyas,Suresh Vyas,svyas@outlook.com,+91-8459876220,+91-9434132611,"House No. 960, Market 36, Chennai",Engineer,Homemaker,10-15 LPA,1,Buddhist,General
PAR_INST_001_0155,INST_001,Reyansh Desai,Tanya Desai,Reyansh Desai,rdesai@outlook.com,+91-9134722820,+91-9755778487,"Flat No. 993, Colony 38, Chennai",Bank Manager,Lawyer,25+ LPA,1,Jain,ST
PAR_INST_001_0156,INST_001,Manoj Thakkar,Kriti Thakkar,Manoj Thakkar,manoj_thakkar@rediffmail.com,+91-8131745642,+91-8900825478,"House No. 705, Market 49, Chennai",Lawyer,Doctor,< 2 LPA,1,Sikh,SC
PAR_INST_001_0157,INST_001,Yash Khanna,Aadhya Khanna,Yash Khanna,yashkhanna@rediffmail.com,+91-8166326634,+91-9663894484,"Villa No. 193, Block 12, Chennai",Teacher,Doctor,< 2 LPA,1,Jain,ST
PAR_INST_001_0158,INST_001,Varun More,Kavita More,Varun More,vmore@yahoo.com,+91-8802080214,+91-9027031207,"Flat No. 351, Extension 20, Chennai",Contractor,Consultant,10-15 LPA,1,Christian,ST
PAR_INST_001_0159,INST_001,Veer Gupta,Seema Gupta,Veer Gupta,veergupta@gmail.com,+91-9061872346,+91-9813673037,"House No. 534, Nagar 31, Chennai",Shopkeeper,Principal,5-10 LPA,1,Christian,OBC
PAR_INST_001_0160,INST_001,Arjit Agarwal,Zara Agarwal,Arjit Agarwal,arjit.agarwal@outlook.com,+91-8343503136,+91-8802491630,"House No. 596, Market 45, Chennai",Bank Manager,Nurse,5-10 LPA,1,Hindu,OBC
PAR_INST_001_0161,INST_001,Shaurya Chakraborty,Priya Chakraborty,Shaurya Chakraborty,shaurya_chakraborty@yahoo.co.in,+91-9705281273,+91-8885730652,"Plot No. 921, Sector 32, Chennai",Police Officer,Lawyer,15-25 LPA,1,Christian,ST
PAR_INST_001_0162,INST_001,Advik Mitra,Riya Mitra,Advik Mitra,advik_mitra@yahoo.co.in,+91-8449821827,+91-8948570862,"House No. 635, Enclave 50, Chennai",Bank Manager,Engineer,5-10 LPA,1,Jain,General
PAR_INST_001_0163,INST_001,Dhruv Saha,Swati Saha,Dhruv Saha,dsaha@hotmail.com,+91-9494565118,+91-9602203173,"House No. 33, Extension 43, Chennai",Lawyer,Software Developer,15-25 LPA,1,Jain,SC
PAR_INST_001_0164,INST_001,Vihaan Gowda,Shreya Gowda,Vihaan Gowda,vihaan.gowda@gmail.com,+91-9271705865,+91-9794801413,"House No. 104, Nagar 35, Chennai",Shopkeeper,Engineer,2-5 LPA,1,Buddhist,OBC
PAR_INST_001_0165,INST_001,Harsh Mehta,Riya Mehta,Harsh Mehta,harsh768@rediffmail.com,+91-9595761228,+91-8685289755,"Plot No. 866, Enclave 27, Chennai",Contractor,Principal,10-15 LPA,1,Jain,SC
PAR_INST_001_0166,INST_001,Yash Patel,Maya Patel,Yash Patel,ypatel@hotmail.com,+91-9057760049,+91-9882404335,"House No. 791, Vihar 36, Chennai",Accountant,Software Developer,15-25 LPA,1,Buddhist,OBC
PAR_INST_001_0167,INST_001,Reyansh Gupta,Manisha Gupta,Reyansh Gupta,reyanshgupta@outlook.com,+91-8793344196,+91-8031572791,"Plot No. 39, Extension 6, Chennai",Contractor,Homemaker,5-10 LPA,1,Christian,ST
PAR_INST_001_0168,INST_001,Ashish Bansal,Pihu Bansal,Ashish Bansal,ashish766@gmail.com,+91-8604805892,+91-8883206799,"House No. 228, Extension 19, Chennai",Contractor,Businesswoman,2-5 LPA,1,Muslim,SC
PAR_INST_001_0169,INST_001,Sai Das,Maya Das,Sai Das,sdas@outlook.com,+91-9668622783,+91-8369389833,"House No. 273, Extension 21, Chennai",IAS Officer,Bank Employee,< 2 LPA,1,Hindu,ST
PAR_INST_001_0170,INST_001,Akash Gowda,Rashmi Gowda,Akash Gowda,akash_gowda@hotmail.com,+91-9842597927,+91-9733521103,"Flat No. 890, Vihar 1, Chennai",Farmer,Professor,< 2 LPA,1,Christian,ST
PAR_INST_001_0171,INST_001,Raj Singh,Seema Singh,Raj Singh,raj758@yahoo.com,+91-9288487920,+91-8698042043,"Plot No. 55, Market 42, Chennai",Engineer,Teacher,10-15 LPA,1,Jain,SC
PAR_INST_001_0172,INST_001,Dhruv Dave,Nidhi Dave,Dhruv Dave,dhruv_dave@yahoo.co.in,+91-8636815798,+91-9623878003,"Plot No. 342, Market 26, Chennai",Police Officer,Nurse,< 2 LPA,1,Christian,SC
PAR_INST_001_0173,INST_001,Rajesh Mehta,Sapna Mehta,Rajesh Mehta,rajesh_mehta@gmail.com,+91-9060843256,+91-9416893639,"Flat No. 437, Vihar 39, Chennai",Farmer,Lawyer,15-25 LPA,1,Muslim,OBC
PAR_INST_001_0174,INST_001,Arnav Mittal,Isha Mittal,Arnav Mittal,arnavmittal@yahoo.com,+91-8982629251,+91-8181252056,"Villa No. 311, Market 48, Chennai",Consultant,Designer,25+ LPA,1,Jain,SC
PAR_INST_001_0175,INST_001,Ishaan Pandey,Saanvi Pandey,Ishaan Pandey,ishaan.pandey@hotmail.com,+91-7949993933,+91-9851728975,"Flat No. 873, Extension 32, Chennai",Lawyer,Nurse,2-5 LPA,1,Muslim,OBC
PAR_INST_001_0176,INST_001,Aditya Joshi,Ira Joshi,Aditya Joshi,aditya_joshi@rediffmail.com,+91-9133127975,+91-8436609656,"House No. 534, Block 29, Chennai",Lawyer,Designer,< 2 LPA,1,Muslim,ST
PAR_INST_001_0177,INST_001,Kabir Agarwal,Sana Agarwal,Kabir Agarwal,kabir.agarwal@yahoo.com,+91-8976447264,+91-7908277181,"Flat No. 798, Colony 26, Chennai",Shopkeeper,Government Employee,10-15 LPA,1,Hindu,OBC
PAR_INST_001_0178,INST_001,Anil Sarkar,Riya Sarkar,Anil Sarkar,asarkar@gmail.com,+91-9052111751,+91-8268926860,"Flat No. 935, Enclave 37, Chennai",Software Developer,Principal,2-5 LPA,1,Muslim,OBC
PAR_INST_001_0179,INST_001,Atharv Mishra,Shweta Mishra,Atharv Mishra,amishra@outlook.com,+91-9312309407,+91-8378097339,"Villa No. 465, Extension 29, Chennai",Doctor,Bank Employee,15-25 LPA,1,Hindu,OBC
PAR_INST_001_0180,INST_001,Yogesh Reddy,Tanya Reddy,Yogesh Reddy,yogeshreddy@gmail.com,+91-9320502099,+91-8951016224,"Flat No. 990, Market 48, Chennai",Bank Manager,Government Employee,< 2 LPA,1,Hindu,SC
PAR_INST_001_0181,INST_001,Suresh Hegde,Swati Hegde,Suresh Hegde,shegde@hotmail.com,+91-9647214586,+91-8233901981,"Villa No. 742, Vihar 28, Chennai",Bank Manager,Designer,5-10 LPA,1,Christian,SC
PAR_INST_001_0182,INST_001,Krishna Pal,Maya Pal,Krishna Pal,kpal@rediffmail.com,+91-9393430107,+91-9539660558,"Flat No. 12, Nagar 45, Chennai",Government Employee,Doctor,< 2 LPA,1,Christian,SC
PAR_INST_001_0183,INST_001,Sanjay Bhattacharya,Neha Bhattacharya,Sanjay Bhattacharya,sanjay_bhattacharya@outlook.com,+91-8699023557,+91-8302727857,"Villa No. 951, Sector 34, Chennai",Government Employee,Bank Employee,25+ LPA,1,Jain,SC
PAR_INST_001_0184,INST_001,Yogesh Saha,Ananya Saha,Yogesh Saha,yogesh_saha@outlook.com,+91-9624056829,+91-7962914504,"Villa No. 89, Market 16, Chennai",Farmer,Lawyer,5-10 LPA,1,Muslim,SC
PAR_INST_001_0185,INST_001,Atharv Aggarwal,Nidhi Aggarwal,Atharv Aggarwal,atharvaggarwal@gmail.com,+91-8480782357,+91-8245218230,"Villa No. 397, Block 1, Chennai",Government Employee,Homemaker,25+ LPA,1,Buddhist,General
PAR_INST_001_0186,INST_001,Deepak Kale,Kavya Kale,Deepak Kale,deepak_kale@gmail.com,+91-8043533448,+91-8871422410,"House No. 212, Enclave 36, Chennai",Farmer,Doctor,2-5 LPA,1,Jain,SC
PAR_INST_001_0187,INST_001,Harsh Shah,Sneha Shah,Harsh Shah,harsh319@outlook.com,+91-8170207016,+91-9716629979,"Plot No. 320, Enclave 13, Chennai",Police Officer,Consultant,25+ LPA,1,Buddhist,General
PAR_INST_001_0188,INST_001,Samar Kale,Maya Kale,Samar Kale,skale@gmail.com,+91-8447733294,+91-8762557701,"Villa No. 116, Enclave 31, Chennai",Lawyer,Designer,2-5 LPA,1,Christian,SC
PAR_INST_001_0189,INST_001,Yash Chowdhury,Khushi Chowdhury,Yash Chowdhury,ychowdhury@yahoo.co.in,+91-9558148769,+91-8539382761,"Plot No. 214, Extension 28, Chennai",Bank Manager,Consultant,5-10 LPA,1,Buddhist,OBC
PAR_INST_001_0190,INST_001,Atharv Dave,Myra Dave,Atharv Dave,atharv758@rediffmail.com,+91-9599758172,+91-8961919657,"House No. 93, Nagar 9, Chennai",Consultant,Bank Employee,25+ LPA,1,Hindu,OBC
PAR_INST_001_0191,INST_001,Dhruv Singhal,Shalini Singhal,Dhruv Singhal,dsinghal@hotmail.com,+91-8073354946,+91-8719098624,"House No. 379, Sector 1, Chennai",Police Officer,Software Developer,5-10 LPA,1,Hindu,SC
PAR_INST_001_0192,INST_001,Vivaan Patel,Anjali Patel,Vivaan Patel,vpatel@yahoo.co.in,+91-8866668327,+91-9438656242,"Flat No. 12, Block 42, Chennai",Engineer,Nurse,25+ LPA,1,Sikh,ST
PAR_INST_001_0193,INST_001,Krishna Kapoor,Khushi Kapoor,Krishna Kapoor,kkapoor@rediffmail.com,+91-7969278687,+91-8653269097,"Flat No. 730, Vihar 27, Chennai",Consultant,Software Developer,15-25 LPA,1,Christian,General
PAR_INST_001_0194,INST_001,Aditya Mitra,Deepika Mitra,Aditya Mitra,aditya116@rediffmail.com,+91-9628478189,+91-9637189490,"Plot No. 548, Sector 31, Chennai",Lawyer,Software Developer,10-15 LPA,1,Buddhist,SC
PAR_INST_001_0195,INST_001,Ashish Venkatesh,Rekha Venkatesh,Ashish Venkatesh,ashish.venkatesh@yahoo.co.in,+91-7949407929,+91-9749047128,"House No. 872, Vihar 17, Chennai",Teacher,Bank Employee,5-10 LPA,1,Christian,SC
PAR_INST_001_0196,INST_001,Aarav Aggarwal,Avni Aggarwal,Aarav Aggarwal,aarav932@yahoo.co.in,+91-9475243728,+91-9751292766,"Flat No. 677, Market 47, Chennai",IAS Officer,Nurse,2-5 LPA,1,Buddhist,SC
PAR_INST_001_0197,INST_001,Vihaan Trivedi,Sunita Trivedi,Vihaan Trivedi,vihaantrivedi@rediffmail.com,+91-8674783667,+91-9028604765,"House No. 100, Enclave 28, Chennai",Bank Manager,Principal,5-10 LPA,1,Christian,SC
PAR_INST_001_0198,INST_001,Karan Bhatia,Sunita Bhatia,Karan Bhatia,kbhatia@rediffmail.com,+91-9193852580,+91-9810618175,"Flat No. 743, Vihar 17, Chennai",Businessman,Homemaker,< 2 LPA,1,Buddhist,General
PAR_INST_001_0199,INST_001,Vihaan Mandal,Myra Mandal,Vihaan Mandal,vihaan974@yahoo.co.in,+91-9511926921,+91-9344717465,"Plot No. 166, Block 18, Chennai",Contractor,Homemaker,10-15 LPA,1,Sikh,SC
PAR_INST_001_0200,INST_001,Vihaan Desai,Sunita Desai,Vihaan Desai,vihaan.desai@rediffmail.com,+91-9296271286,+91-9291741011,"Plot No. 796, Market 2, Chennai",Consultant,Lawyer,2-5 LPA,1,Jain,General
PAR_INST_001_0201,INST_001,Aditya Shukla,Swati Shukla,Aditya Shukla,aditya_shukla@rediffmail.com,+91-8008776618,+91-9106719855,"Plot No. 411, Sector 41, Chennai",IAS Officer,Teacher,5-10 LPA,1,Buddhist,SC
PAR_INST_001_0202,INST_001,Sai Pawar,Ira Pawar,Sai Pawar,saipawar@yahoo.com,+91-8106346157,+91-9673203093,"Villa No. 399, Block 35, Chennai",IAS Officer,Doctor,10-15 LPA,1,Buddhist,ST
PAR_INST_001_0203,INST_001,Vivaan Gupta,Seema Gupta,Vivaan Gupta,vivaan.gupta@rediffmail.com,+91-9538782931,+91-9727079032,"House No. 177, Sector 20, Chennai",Software Developer,Consultant,< 2 LPA,1,Sikh,OBC
PAR_INST_001_0204,INST_001,Dev Arora,Saanvi Arora,Dev Arora,dev510@hotmail.com,+91-9113656519,+91-8125309251,"House No. 281, Colony 49, Chennai",Shopkeeper,Nurse,25+ LPA,1,Christian,OBC
PAR_INST_001_0205,INST_001,Abhishek Shah,Isha Shah,Abhishek Shah,abhishek.shah@yahoo.co.in,+91-7962071002,+91-9694672324,"Villa No. 422, Nagar 12, Chennai",Bank Manager,Professor,< 2 LPA,1,Buddhist,OBC
PAR_INST_001_0206,INST_001,Om Chakraborty,Tanya Chakraborty,Om Chakraborty,om_chakraborty@outlook.com,+91-8508331819,+91-8788373403,"House No. 816, Colony 44, Chennai",Software Developer,Lawyer,10-15 LPA,1,Muslim,OBC
PAR_INST_001_0207,INST_001,Dhruv Agarwal,Anika Agarwal,Dhruv Agarwal,dhruv_agarwal@yahoo.com,+91-8545970108,+91-9320781137,"Plot No. 430, Nagar 48, Chennai",IAS Officer,Government Employee,2-5 LPA,1,Hindu,SC
PAR_INST_001_0208,INST_001,Riyansh Bhatia,Preeti Bhatia,Riyansh Bhatia,riyanshbhatia@rediffmail.com,+91-9117970623,+91-7972652735,"Plot No. 208, Enclave 9, Chennai",Engineer,Professor,15-25 LPA,1,Hindu,SC
PAR_INST_001_0209,INST_001,Krishna Aggarwal,Manisha Aggarwal,Krishna Aggarwal,krishnaaggarwal@outlook.com,+91-9149292983,+91-9668739774,"House No. 748, Extension 48, Chennai",Software Developer,Engineer,2-5 LPA,1,Christian,ST
PAR_INST_001_0210,INST_001,Dev Mathur,Isha Mathur,Dev Mathur,dev936@gmail.com,+91-8500780686,+91-8317731806,"Flat No. 136, Enclave 19, Chennai",Businessman,Principal,< 2 LPA,1,Hindu,ST
PAR_INST_001_0211,INST_001,Dhruv Iyer,Sneha Iyer,Dhruv Iyer,dhruv879@yahoo.co.in,+91-8007726257,+91-9816580464,"Flat No. 807, Block 40, Chennai",Consultant,Government Employee,25+ LPA,1,Hindu,SC
PAR_INST_001_0212,INST_001,Vihaan Aggarwal,Swati Aggarwal,Vihaan Aggarwal,vihaan477@gmail.com,+91-8752818325,+91-9181793355,"Plot No. 516, Extension 18, Chennai",Engineer,Teacher,5-10 LPA,1,Christian,ST
PAR_INST_001_0213,INST_001,Ravi Mukherjee,Aditi Mukherjee,Ravi Mukherjee,ravi482@yahoo.co.in,+91-8147951371,+91-9662411241,"Flat No. 509, Colony 14, Chennai",Accountant,Principal,< 2 LPA,1,Christian,ST
PAR_INST_001_0214,INST_001,Shivansh Dutta,Khushi Dutta,Shivansh Dutta,sdutta@rediffmail.com,+91-9843103856,+91-8055798877,"Plot No. 581, Colony 20, Chennai",Teacher,Consultant,5-10 LPA,1,Muslim,ST
PAR_INST_001_0215,INST_001,Vikram Rao,Pihu Rao,Vikram Rao,vikram_rao@outlook.com,+91-8429284222,+91-9331059274,"Plot No. 189, Nagar 36, Chennai",Police Officer,Homemaker,25+ LPA,1,Christian,SC
PAR_INST_001_0216,INST_001,Ishaan Hegde,Shalini Hegde,Ishaan Hegde,ishaanhegde@hotmail.com,+91-8910672752,+91-9888547492,"Villa No. 347, Block 47, Chennai",Lawyer,Homemaker,2-5 LPA,1,Jain,General
PAR_INST_001_0217,INST_001,Amit Kumar,Divya Kumar,Amit Kumar,amitkumar@rediffmail.com,+91-8715093983,+91-9030187186,"Flat No. 503, Enclave 39, Chennai",Bank Manager,Software Developer,< 2 LPA,1,Jain,SC
PAR_INST_001_0218,INST_001,Ankit Jindal,Riya Jindal,Ankit Jindal,ajindal@outlook.com,+91-9845547813,+91-8467426629,"House No. 148, Nagar 20, Chennai",Lawyer,Designer,15-25 LPA,1,Christian,General
PAR_INST_001_0219,INST_001,Dev Shetty,Priya Shetty,Dev Shetty,dev_shetty@rediffmail.com,+91-9387923264,+91-8170494787,"Flat No. 28, Sector 10, Chennai",Government Employee,Doctor,25+ LPA,1,Jain,ST
PAR_INST_001_0220,INST_001,Ayaan Vyas,Myra Vyas,Ayaan Vyas,ayaanvyas@rediffmail.com,+91-9101471959,+91-8396471589,"House No. 866, Vihar 11, Chennai",Bank Manager,Homemaker,2-5 LPA,1,Christian,ST
PAR_INST_001_0221,INST_001,Veer Mittal,Rashmi Mittal,Veer Mittal,veer_mittal@outlook.com,+91-8550448183,+91-9319285544,"Plot No. 99, Enclave 10, Chennai",Engineer,Nurse,15-25 LPA,1,Christian,SC
PAR_INST_001_0222,INST_001,Laksh Banerjee,Shweta Banerjee,Laksh Banerjee,lakshbanerjee@gmail.com,+91-9228338988,+91-8116711207,"Plot No. 320, Enclave 9, Chennai",Software Developer,Lawyer,15-25 LPA,1,Buddhist,SC
PAR_INST_001_0223,INST_001,Atharv Menon,Ananya Menon,Atharv Menon,atharvmenon@yahoo.co.in,+91-9434232161,+91-9607603108,"House No. 481, Block 17, Chennai",Engineer,Teacher,5-10 LPA,1,Jain,General
PAR_INST_001_0224,INST_001,Samar Bhatia,Ishika Bhatia,Samar Bhatia,samar211@yahoo.com,+91-9350124955,+91-9389389119,"House No. 542, Nagar 46, Chennai",Businessman,Doctor,2-5 LPA,1,Buddhist,General
PAR_INST_001_0225,INST_001,Advait Bhatia,Meera Bhatia,Advait Bhatia,abhatia@outlook.com,+91-8027125663,+91-8236151718,"Flat No. 508, Enclave 46, Chennai",Government Employee,Software Developer,25+ LPA,1,Hindu,General
